Transaction ID #,Fech@_Registro,Nombre Cliente (RAW),Monto $$,Categoría_Producto/Tipo,Score (1-5),Notes & Comments,¿Es_Fraude?
,2020-01-12 14:00:00,Cliente_278,$704.95,Electrónica,dos,z g g i u s t i h b,0.0
280.0,2020-01-12 15:00:00,Cliente_279,$797.83,Libros,3.0,f u p e e m k n z f,0.0
281.0,2020-01-12 16:00:00,Cliente_280,891.11,Ropa,5.0,i g d e r v s b v i,0.0
282.0,2020-01-12 17:00:00,Cliente_281,$344.62,Juguetes,3.0,c g j n r g z a k l,0.0
283.0,2020-01-12 18:00:00,Cliente_282,381.83,Ropa,1.0,t g m u d a v z d v,0.0
,2020-01-12 19:00:00,Cliente_283,103.04,Juguetes,1.0,j q q p g v a b x l,0.0
285.0,2020-01-12 20:00:00,Cliente_284,582.5,Juguetes,1.0,,0.0
286.0,2020-01-12 21:00:00,Cliente_285,$45.58,Libros,dos,a r e f e h w a q g,0.0
287.0,,Cliente_286,$470.94,Ropa,uno,h k o b h d f x n q,
288.0,2020-01-12 23:00:00,Cliente_287,547.22,Ropa,2.0,u u z u j o m x n k,0.0
289.0,2020-01-13 00:00:00,Cliente_288,293.68,Electrónica,uno,e i f x u b z n t z,0.0
,2020-01-13 01:00:00,Cliente_289,594.92,Ropa,3.0,z c r g v x b z f w,0.0
291.0,2020-01-13 02:00:00,Cliente_290,40.2,Electrónica,5.0,u j v v e p u s x a,0.0
,,Cliente_291,$46.97,Hogar,5.0,s y o o e z w m i m,0.0
293.0,2020-01-13 04:00:00,Cliente_292,824.37,Hogar,1.0,c g f n a x f d s x,0.0
294.0,2020-01-13 05:00:00,Cliente_293,$366.59,Hogar,5.0,,0.0
295.0,2020-01-13 06:00:00,Cliente_294,$135.79,Ropa,uno,y k c h d e y u y q,0.0
296.0,2020-01-13 07:00:00,Cliente_295,527.02,Ropa,uno,e z s y u f p e h r,0.0
297.0,2020-01-13 08:00:00,Cliente_296,$772.29,Electrónica,4.0,d s y y k z z a p x,
298.0,2020-01-13 09:00:00,Cliente_297,223.66,Juguetes,4.0,z f o y d t g z e x,0.0
,2020-01-13 10:00:00,Cliente_298,$626.66,Electrónica,4.0,,0.0
300.0,2020-01-13 11:00:00,Cliente_299,94.49,Hogar,,a k t z w m j o c m,0.0
301.0,2020-01-13 12:00:00,Cliente_300,$61.16,Electrónica,4.0,w q r e b v h i y b,0.0
302.0,2020-01-13 13:00:00,Cliente_301,536.04,Juguetes,uno,e j t o x c p p m a,0.0
303.0,2020-01-13 14:00:00,Cliente_302,$545.23,Ropa,3.0,y e x e c f e s s s,0.0
304.0,2020-01-13 15:00:00,Cliente_303,641.06,Electrónica,cuatro,g h g b o v d j l h,0.0
305.0,2020-01-13 16:00:00,Cliente_304,$728.83,Hogar,4.0,r p f a e h c v i k,0.0
306.0,2020-01-13 17:00:00,,976.09,Hogar,3.0,,0.0
307.0,2020-01-13 18:00:00,,521.14,Ropa,,f g b t r c i o z p,0.0
308.0,2020-01-13 19:00:00,Cliente_307,329.73,Electrónica,dos,o v v k n w m w m c,0.0
309.0,2020-01-13 20:00:00,Cliente_308,797.23,Juguetes,4.0,x s n x u r q d t e,0.0
310.0,2020-01-13 21:00:00,Cliente_309,278.12,Ropa,tres,z z v d l z l z q v,0.0
311.0,,Cliente_310,444.58,Electrónica,1.0,g x x b k k i h l w,0.0
312.0,,Cliente_311,87.67,Libros,5.0,u q n k k d p t y y,0.0
313.0,2020-01-14 00:00:00,Cliente_312,35.1,Hogar,dos,o c h n i k j m p a,0.0
314.0,2020-01-14 01:00:00,Cliente_313,963.02,,3.0,h d p s b x i g t x,0.0
315.0,2020-01-14 02:00:00,Cliente_314,$837.62,Juguetes,3.0,x a v h h m s c w d,0.0
316.0,2020-01-14 03:00:00,Cliente_315,$699.01,Juguetes,tres,z l v h k q e f v t,0.0
317.0,2020-01-14 04:00:00,Cliente_316,414.86 USD,Hogar,4.0,t w v n e i n d w w,0.0
318.0,2020-01-14 05:00:00,Cliente_317,$181.56,Electrónica,cinco,a f v v g l x s h v,0.0
319.0,2020-01-14 06:00:00,Cliente_318,164.87 USD,Ropa,2.0,n q d a j p e w p j,0.0
320.0,2020-01-14 07:00:00,Cliente_319,257.74,Electrónica,1.0,e x t r h k e o z w,0.0
321.0,2020-01-14 08:00:00,Cliente_320,553.73,Ropa,uno,q r g k a u t a x q,0.0
,2020-01-14 09:00:00,Cliente_321,$717.45,Juguetes,5.0,p a g u h z q l j j,0.0
323.0,2020-01-14 10:00:00,Cliente_322,663.6,Electrónica,3.0,g m r v k c n r v j,0.0
324.0,2020-01-14 11:00:00,Cliente_323,$287.13,Juguetes,3.0,q p h c b z q w g s,0.0
325.0,2020-01-14 12:00:00,Cliente_324,955.32,Libros,tres,x h d t x u u p r r,0.0
326.0,2020-01-14 13:00:00,Cliente_325,740.52,Juguetes,3.0,s r z g k k a s o e,0.0
327.0,2020-01-14 14:00:00,Cliente_326,$558.81,Juguetes,3.0,,0.0
328.0,2020-01-14 15:00:00,Cliente_327,615.6,Ropa,5.0,e c d g v t e r i c,0.0
329.0,2020-01-14 16:00:00,Cliente_328,425.4,Libros,4.0,j t h u i g h w m w,
330.0,2020-01-14 17:00:00,Cliente_329,$255.25,Juguetes,dos,p y b x n w j h b w,0.0
331.0,2020-01-14 18:00:00,Cliente_330,362.41,Juguetes,3.0,d f k o x l i s u m,0.0
332.0,2020-01-14 19:00:00,Cliente_331,760.27,Libros,cuatro,q e q a h t e t m t,0.0
333.0,2020-01-14 20:00:00,Cliente_332,$24.25,Libros,uno,c p q k z j a f j a,0.0
334.0,2020-01-14 21:00:00,Cliente_333,124.91,Electrónica,5.0,i v e r q g s i d j,0.0
335.0,2020-01-14 22:00:00,,$55.54,Ropa,cuatro,p e v h h s p i x z,0.0
336.0,2020-01-14 23:00:00,Cliente_335,$50.32,Libros,3.0,i x j e y x k f s d,0.0
337.0,2020-01-15 00:00:00,Cliente_336,856.91,Libros,tres,t p e j q a w g n b,0.0
338.0,2020-01-15 01:00:00,Cliente_337,706.62,Hogar,3.0,z r q a r k j o m d,0.0
339.0,2020-01-15 02:00:00,Cliente_338,479.43,Libros,cuatro,s q h r r h p d v c,1.0
,2020-01-15 03:00:00,Cliente_339,106.86 USD,Ropa,tres,s d c c f f g n f s,0.0
341.0,2020-01-15 04:00:00,Cliente_340,496.7 USD,Juguetes,cuatro,h b m f y i a r x v,0.0
342.0,2020-01-15 05:00:00,Cliente_341,$478.74,Juguetes,3.0,r d c n s c g g z h,0.0
343.0,2020-01-15 06:00:00,Cliente_342,181.47 USD,Juguetes,uno,m c e b h u i t c t,0.0
344.0,2020-01-15 07:00:00,Cliente_343,439.51,Juguetes,uno,b w r e j l q w c v,0.0
345.0,2020-01-15 08:00:00,Cliente_344,404.52,Hogar,2.0,e k z h k w u q u c,0.0
,2020-01-15 09:00:00,Cliente_345,$619.69,Libros,3.0,s b y e k p u r e j,0.0
347.0,,Cliente_346,638.74,Juguetes,3.0,j a r v z d x c k b,0.0
348.0,2020-01-15 11:00:00,Cliente_347,$54.85,Electrónica,cuatro,g i s r t o o z r i,0.0
349.0,2020-01-15 12:00:00,Cliente_348,380.87,Juguetes,cuatro,n s c r g i r k v o,0.0
350.0,2020-01-15 13:00:00,Cliente_349,629.6,Libros,3.0,z b q e w w w b m g,0.0
351.0,2020-01-15 14:00:00,Cliente_350,$508.1,Juguetes,2.0,z b f q k g l u l w,0.0
352.0,2020-01-15 15:00:00,Cliente_351,$857.92,Hogar,3.0,,0.0
353.0,2020-01-15 16:00:00,,662.11,Ropa,4.0,q h n f r y j b f l,0.0
354.0,2020-01-15 17:00:00,Cliente_353,171.31,Ropa,tres,o q m r s c t f i v,0.0
355.0,2020-01-15 18:00:00,Cliente_354,$79.86,Libros,4.0,z h n s b e d s s c,0.0
356.0,2020-01-15 19:00:00,,646.0,Ropa,tres,p e y k l u s c k y,0.0
357.0,2020-01-15 20:00:00,Cliente_356,36.25,,cinco,v p u l r y d m n b,0.0
358.0,2020-01-15 21:00:00,Cliente_357,589.92,Electrónica,4.0,y v m n x e p s d k,0.0
,2020-01-15 22:00:00,Cliente_358,940.83,Libros,dos,p w n k z x t h z z,0.0
360.0,2020-01-15 23:00:00,Cliente_359,579.72,,5.0,l d k s t h s w s y,0.0
361.0,2020-01-16 00:00:00,Cliente_360,$394.29,Ropa,tres,q f q h i r z q y n,0.0
362.0,2020-01-16 01:00:00,Cliente_361,646.86,Ropa,4.0,s i d j m o r k t v,0.0
363.0,2020-01-16 02:00:00,Cliente_362,463.67,Ropa,5.0,h w v n a d r f t e,
,2020-01-16 03:00:00,Cliente_363,550.16,Hogar,dos,h g v r h t a v c w,0.0
365.0,2020-01-16 04:00:00,Cliente_364,$942.05,Juguetes,4.0,t w t o g u u h r y,0.0
366.0,2020-01-16 05:00:00,Cliente_365,$392.24,Hogar,5.0,k y z i o a g q u w,0.0
367.0,2020-01-16 06:00:00,,961.58,Libros,cinco,v x s q t o p u z h,0.0
368.0,2020-01-16 07:00:00,Cliente_367,$906.3,Electrónica,5.0,,0.0
369.0,2020-01-16 08:00:00,Cliente_368,203.83,Juguetes,uno,,0.0
370.0,2020-01-16 09:00:00,Cliente_369,$78.67,Electrónica,3.0,m o j u i f e b n k,0.0
371.0,,Cliente_370,109.77,Libros,cuatro,n c f f i j f t n z,0.0
372.0,2020-01-16 11:00:00,Cliente_371,$28.04,Libros,4.0,v z a r l x p q y r,0.0
373.0,2020-01-16 12:00:00,Cliente_372,103.5,Electrónica,4.0,i x y k o h x v j u,0.0
,2020-01-16 13:00:00,Cliente_373,686.18,Electrónica,5.0,l b x f n y e y n a,0.0
375.0,2020-01-16 14:00:00,Cliente_374,$80.48,Electrónica,3.0,b r u w l c n s z u,0.0
376.0,2020-01-16 15:00:00,Cliente_375,325.79,Libros,2.0,q y t d l i c b u o,0.0
377.0,2020-01-16 16:00:00,Cliente_376,$846.43,,4.0,,0.0
378.0,2020-01-16 17:00:00,Cliente_377,33.04,Electrónica,3.0,q t p s b y c u h c,0.0
,2020-01-16 18:00:00,,816.32,Juguetes,3.0,t l k r m n d k u o,0.0
380.0,2020-01-16 19:00:00,Cliente_379,$289.04,Libros,uno,y d r x u s j y o o,0.0
381.0,2020-01-16 20:00:00,Cliente_380,126.98,Hogar,cuatro,d a p n y h t x i k,
382.0,2020-01-16 21:00:00,,699.77,Hogar,5.0,q n e f v f e u w w,0.0
383.0,2020-01-16 22:00:00,Cliente_382,632.65,Juguetes,3.0,y z l o h b c s m i,0.0
384.0,2020-01-16 23:00:00,Cliente_383,$878.7,Ropa,,d r c q x i l q h p,0.0
385.0,2020-01-17 00:00:00,Cliente_384,$737.72,Electrónica,2.0,o j i l a g f t l v,0.0
386.0,2020-01-17 01:00:00,Cliente_385,,Libros,uno,d t w m j h o e p v,0.0
387.0,2020-01-17 02:00:00,Cliente_386,289.21,Electrónica,3.0,w d o g x b b a n a,0.0
,2020-01-17 03:00:00,Cliente_387,185.67,Libros,3.0,p k p x o o z m u j,0.0
,2020-01-17 04:00:00,Cliente_388,753.11,Hogar,5.0,f u t h m n k n r w,0.0
390.0,2020-01-17 05:00:00,Cliente_389,$808.77,,5.0,u p e n l e y r z t,
391.0,2020-01-17 06:00:00,,990.6 USD,Juguetes,2.0,m j f m b j b f x j,
392.0,2020-01-17 07:00:00,Cliente_391,$418.49,Ropa,2.0,m l b z i s n v v g,0.0
393.0,2020-01-17 08:00:00,,$378.3,Juguetes,2.0,,0.0
394.0,2020-01-17 09:00:00,,778.65,Ropa,5.0,j w m m p n d e c q,0.0
395.0,2020-01-17 10:00:00,Cliente_394,347.4,,5.0,,0.0
396.0,2020-01-17 11:00:00,Cliente_395,931.45,Electrónica,1.0,f e v a b o e q b o,0.0
,2020-01-17 12:00:00,Cliente_396,859.83,Ropa,4.0,b g e y p o a s r h,0.0
398.0,,Cliente_397,434.7,Hogar,4.0,c l z w e v p u v e,0.0
399.0,2020-01-17 14:00:00,Cliente_398,$753.36,Libros,uno,r g s i l p f k c f,0.0
400.0,2020-01-17 15:00:00,Cliente_399,$757.0,Juguetes,4.0,w n k d c m p b u n,0.0
401.0,2020-01-17 16:00:00,Cliente_400,112.09,Juguetes,5.0,d m d p v x u q n j,0.0
402.0,2020-01-17 17:00:00,Cliente_401,$903.53,Juguetes,cuatro,b n f u u j p t t s,0.0
,2020-01-17 18:00:00,Cliente_402,,Electrónica,cinco,c d m g w h w k e s,0.0
404.0,2020-01-17 19:00:00,Cliente_403,828.19,Juguetes,1.0,u p d a r r i j e q,0.0
405.0,2020-01-17 20:00:00,Cliente_404,326.85,Libros,2.0,g w l j h r t k u m,0.0
,,Cliente_405,896.57,Libros,1.0,j o g h i s t w r t,0.0
407.0,2020-01-17 22:00:00,Cliente_406,$395.31,Ropa,cuatro,l s e f k i o s s e,0.0
408.0,2020-01-17 23:00:00,Cliente_407,20.73,Electrónica,cinco,z a c d y l b f c a,0.0
409.0,2020-01-18 00:00:00,Cliente_408,906.33,Libros,4.0,j z p n s p y v q l,0.0
,2020-01-18 01:00:00,Cliente_409,100.37,Hogar,4.0,f r u h a p n g e a,0.0
,2020-01-18 02:00:00,Cliente_410,$326.12,Electrónica,dos,g a e z u j k p n t,0.0
412.0,2020-01-18 03:00:00,Cliente_411,950.56,Electrónica,4.0,b c h v x j z h p f,0.0
413.0,2020-01-18 04:00:00,Cliente_412,951.1,Libros,2.0,y o g k c b h y u y,0.0
414.0,2020-01-18 05:00:00,Cliente_413,577.7,Hogar,cinco,w v o s z o u t y l,0.0
415.0,,Cliente_414,$635.52,Ropa,5.0,l p a d b q z r f i,0.0
416.0,2020-01-18 07:00:00,Cliente_415,453.96,Libros,2.0,y n a v g c r v b y,0.0
417.0,2020-01-18 08:00:00,Cliente_416,300.28,Hogar,1.0,m j x g y r x m f t,0.0
418.0,2020-01-18 09:00:00,,335.38,Electrónica,cinco,w f f g q e c x r r,0.0
419.0,2020-01-18 10:00:00,,675.79,Hogar,1.0,p t o b m q m z x w,0.0
420.0,2020-01-18 11:00:00,,754.85,Electrónica,cinco,m z x h f o b u m o,0.0
421.0,2020-01-18 12:00:00,Cliente_420,793.66,Libros,5.0,n k r e z s l r a f,0.0
,2020-01-18 13:00:00,Cliente_421,791.72,,3.0,p i p g o g m p j m,0.0
423.0,2020-01-18 14:00:00,Cliente_422,100.29,Juguetes,4.0,f s j w h e d o f c,0.0
424.0,2020-01-18 15:00:00,Cliente_423,499.48,Juguetes,4.0,,0.0
425.0,2020-01-18 16:00:00,Cliente_424,$66.98,Juguetes,1.0,z w n s u h o o k r,0.0
426.0,2020-01-18 17:00:00,Cliente_425,554.03,Libros,4.0,b v m q l i j o y g,0.0
427.0,2020-01-18 18:00:00,Cliente_426,447.12,Ropa,,,0.0
428.0,2020-01-18 19:00:00,Cliente_427,888.83,Libros,5.0,r m t x j h q d e v,0.0
429.0,2020-01-18 20:00:00,Cliente_428,357.41,Hogar,tres,i q o w b e f i h g,0.0
430.0,2020-01-18 21:00:00,Cliente_429,125.9,,3.0,,0.0
,2020-01-18 22:00:00,Cliente_430,$151.56,Libros,5.0,,0.0
432.0,2020-01-18 23:00:00,Cliente_431,$763.9,Electrónica,2.0,a k t c g e r x i g,0.0
433.0,,Cliente_432,622.04,Electrónica,dos,h q d v a r w i m z,0.0
434.0,2020-01-19 01:00:00,Cliente_433,110.11,Electrónica,cuatro,o h l z s e p q q o,0.0
435.0,2020-01-19 02:00:00,Cliente_434,,Libros,uno,n q i j o u l j g h,0.0
436.0,2020-01-19 03:00:00,Cliente_435,703.96,Ropa,tres,a v w i m a x y m a,0.0
437.0,2020-01-19 04:00:00,Cliente_436,82.04,Hogar,4.0,l h g a j k o k e t,0.0
438.0,2020-01-19 05:00:00,Cliente_437,$823.64,Hogar,5.0,k j g k g t x u r h,0.0
439.0,2020-01-19 06:00:00,Cliente_438,$709.18,Ropa,tres,t v k w e h q q h q,0.0
440.0,2020-01-19 07:00:00,Cliente_439,$90.54,Ropa,1.0,e a b n e c g s s g,0.0
441.0,2020-01-19 08:00:00,Cliente_440,93.99 USD,Hogar,1.0,d m i i u z m u i v,0.0
442.0,2020-01-19 09:00:00,Cliente_441,986.77,Juguetes,2.0,y b u b m e v v v d,0.0
443.0,2020-01-19 10:00:00,Cliente_442,$380.53,Electrónica,4.0,t g u l t a l u n z,0.0
,2020-01-19 11:00:00,Cliente_443,376.94,Electrónica,5.0,m r i i q b y n g q,0.0
,2020-01-19 12:00:00,Cliente_444,814.67,Hogar,3.0,f x w f c q i e h d,0.0
446.0,2020-01-19 13:00:00,Cliente_445,947.78,,1.0,u a b u m p j c e c,0.0
447.0,2020-01-19 14:00:00,Cliente_446,986.14,Juguetes,3.0,,0.0
448.0,2020-01-19 15:00:00,Cliente_447,755.84,Hogar,cinco,z u t u l f r j d x,0.0
,2020-01-19 16:00:00,Cliente_448,382.5,Electrónica,tres,m l h s e e j t h v,0.0
450.0,2020-01-19 17:00:00,Cliente_449,92.67,Libros,cuatro,x o b e h g j a q j,
451.0,2020-01-19 18:00:00,Cliente_450,,Ropa,dos,e a w u g s r o k n,
452.0,2020-01-19 19:00:00,,562.82,Libros,3.0,m o p i q c n b v d,0.0
453.0,2020-01-19 20:00:00,Cliente_452,429.98,Hogar,dos,w f m c o v r n s g,0.0
454.0,2020-01-19 21:00:00,Cliente_453,907.29,Electrónica,5.0,,0.0
455.0,2020-01-19 22:00:00,Cliente_454,120.09 USD,Juguetes,dos,o y k j s v g b b h,0.0
456.0,,Cliente_455,497.7 USD,Libros,tres,y y c s n e n g q e,0.0
457.0,2020-01-20 00:00:00,Cliente_456,21.24,,3.0,t k c q j l r w e e,0.0
458.0,2020-01-20 01:00:00,,$473.97,Electrónica,1.0,k i e z l j i z i j,0.0
459.0,2020-01-20 02:00:00,Cliente_458,$65.74,Libros,3.0,t l s p o f t y g z,0.0
460.0,2020-01-20 03:00:00,Cliente_459,,Juguetes,,l k s z p n z h h f,0.0
461.0,,Cliente_460,$126.35,Juguetes,uno,w a v r h o o y e a,0.0
462.0,2020-01-20 05:00:00,Cliente_461,$652.72,Libros,3.0,j d j p g v c k x t,0.0
463.0,2020-01-20 06:00:00,,748.58,Electrónica,tres,s u e v r o x p h t,0.0
464.0,2020-01-20 07:00:00,Cliente_463,$587.54,Juguetes,5.0,o c b u j v k w w f,0.0
465.0,2020-01-20 08:00:00,Cliente_464,$962.55,Hogar,1.0,q p a u j h b o d n,0.0
466.0,2020-01-20 09:00:00,Cliente_465,381.12,Libros,cinco,f b t k l p n f h k,0.0
467.0,2020-01-20 10:00:00,Cliente_466,292.85,Ropa,5.0,d c o b k c n u d d,1.0
468.0,2020-01-20 11:00:00,Cliente_467,869.91 USD,Ropa,cinco,o m q f q t g b u i,0.0
469.0,2020-01-20 12:00:00,Cliente_468,$231.36,Electrónica,4.0,y c r l j i p a h z,0.0
470.0,2020-01-20 13:00:00,Cliente_469,963.59 USD,Hogar,cinco,q z l d b v f j t w,0.0
471.0,2020-01-20 14:00:00,Cliente_470,$22.03,Juguetes,2.0,c b y y w v a s c l,0.0
472.0,2020-01-20 15:00:00,Cliente_471,970.18,Ropa,tres,a f n f n g m s d s,0.0
473.0,2020-01-20 16:00:00,Cliente_472,$52.73,,4.0,a p r b e h u q b r,0.0
474.0,2020-01-20 17:00:00,,$892.23,Hogar,5.0,a k h w r w a w q g,0.0
475.0,2020-01-20 18:00:00,Cliente_474,532.42,Hogar,3.0,j z c i w n e n l y,0.0
476.0,2020-01-20 19:00:00,Cliente_475,,Electrónica,1.0,a g n i k e j j q g,0.0
477.0,2020-01-20 20:00:00,Cliente_476,$83.06,,1.0,z n v q w x v a o h,1.0
478.0,2020-01-20 21:00:00,Cliente_477,$558.32,,3.0,d x r c j y p q f g,0.0
,2020-01-20 22:00:00,Cliente_478,969.61,Electrónica,dos,d z x i o f d o u w,0.0
480.0,2020-01-20 23:00:00,Cliente_479,$527.87,Juguetes,tres,i s n d z z d y x i,0.0
481.0,2020-01-21 00:00:00,Cliente_480,$633.1,,tres,,0.0
482.0,2020-01-21 01:00:00,Cliente_481,$698.79,Libros,,,0.0
483.0,2020-01-21 02:00:00,Cliente_482,460.0,Hogar,1.0,g o g g r j r m n p,0.0
484.0,2020-01-21 03:00:00,Cliente_483,631.28,Hogar,uno,s j w m d f a t a h,0.0
485.0,2020-01-21 04:00:00,,$588.47,Hogar,5.0,k t z t b y z w m i,0.0
486.0,2020-01-21 05:00:00,Cliente_485,902.15,Libros,tres,l g k b t j i p t p,0.0
487.0,,Cliente_486,54.99,Juguetes,tres,n w u n l v b z n k,
488.0,2020-01-21 07:00:00,Cliente_487,288.15,Juguetes,2.0,t o n q b h k h v l,0.0
489.0,2020-01-21 08:00:00,Cliente_488,950.91,Electrónica,1.0,k p b n d v l s c u,0.0
,2020-01-21 09:00:00,Cliente_489,$891.36,Libros,2.0,y s d k l e p s f l,0.0
491.0,2020-01-21 10:00:00,Cliente_490,461.1,Electrónica,4.0,,0.0
492.0,2020-01-21 11:00:00,Cliente_491,623.93,Libros,5.0,j u n y j j t x o r,0.0
493.0,,Cliente_492,$284.61,Electrónica,2.0,d w e s k i t l q d,0.0
494.0,2020-01-21 13:00:00,Cliente_493,196.24,Ropa,uno,d f q g l w o a w g,0.0
495.0,2020-01-21 14:00:00,,469.06,Hogar,4.0,p m k c p g o q o v,0.0
496.0,2020-01-21 15:00:00,Cliente_495,359.82 USD,Hogar,tres,,0.0
497.0,2020-01-21 16:00:00,Cliente_496,587.82,Juguetes,4.0,k e r p r p u e l p,0.0
498.0,2020-01-21 17:00:00,Cliente_497,86.96,Ropa,2.0,y c h j j b l o h d,0.0
499.0,2020-01-21 18:00:00,Cliente_498,974.65,Hogar,uno,s h n n s p c s q z,0.0
500.0,2020-01-21 19:00:00,Cliente_499,986.35,Juguetes,2.0,m r y z h p i n z j,0.0
501.0,2020-01-21 20:00:00,Cliente_500,701.18 USD,Ropa,tres,d o n q m e p s z a,
502.0,2020-01-21 21:00:00,Cliente_501,540.74,,3.0,a q d w u z k i o q,0.0
503.0,,Cliente_502,$316.43,Electrónica,1.0,a f h u i n i a r i,0.0
504.0,2020-01-21 23:00:00,Cliente_503,815.66,Libros,5.0,s q a e i i r x u q,0.0
505.0,2020-01-22 00:00:00,Cliente_504,687.88,Ropa,4.0,m q x n i u k t v h,0.0
506.0,2020-01-22 01:00:00,Cliente_505,170.99,Juguetes,cuatro,,0.0
507.0,2020-01-22 02:00:00,Cliente_506,$911.82,Ropa,3.0,a z q v o k p w t s,0.0
508.0,2020-01-22 03:00:00,Cliente_507,824.31,Juguetes,2.0,i a k m g l y f h c,0.0
509.0,2020-01-22 04:00:00,Cliente_508,950.3,Ropa,dos,,0.0
510.0,2020-01-22 05:00:00,Cliente_509,728.46,Juguetes,5.0,n u d w v y r d s l,0.0
511.0,2020-01-22 06:00:00,Cliente_510,617.28,,dos,s n a y r p c m b n,0.0
512.0,2020-01-22 07:00:00,,424.06,Electrónica,cuatro,r i p i x i f h i l,0.0
513.0,2020-01-22 08:00:00,Cliente_512,933.4,Hogar,2.0,,0.0
514.0,2020-01-22 09:00:00,Cliente_513,$867.4,Electrónica,cinco,s h g b p i l d m r,0.0
515.0,2020-01-22 10:00:00,Cliente_514,54.77,Hogar,4.0,c b l e p p v s q i,0.0
516.0,2020-01-22 11:00:00,Cliente_515,36.1,,2.0,v s r n z t m d v x,0.0
517.0,2020-01-22 12:00:00,Cliente_516,,Ropa,4.0,,1.0
518.0,2020-01-22 13:00:00,Cliente_517,812.45,Libros,3.0,k s r u w l a m j l,0.0
519.0,2020-01-22 14:00:00,Cliente_518,987.4,Juguetes,3.0,e t p d c v u i q u,0.0
520.0,2020-01-22 15:00:00,Cliente_519,158.91,Juguetes,3.0,n k k q o z j i v p,0.0
521.0,2020-01-22 16:00:00,Cliente_520,598.19 USD,Juguetes,2.0,u l u o g r c y o m,0.0
522.0,2020-01-22 17:00:00,,387.08,Electrónica,cinco,p m o v e y b c v u,0.0
,2020-01-22 18:00:00,Cliente_522,970.22,Juguetes,4.0,j m r c v x x q a d,0.0
,2020-01-22 19:00:00,Cliente_523,843.7,Juguetes,1.0,d n k p f r i o x h,0.0
525.0,2020-01-22 20:00:00,Cliente_524,839.95,Ropa,tres,y l z i c a z k d h,1.0
526.0,2020-01-22 21:00:00,Cliente_525,474.01,Hogar,tres,j o b s v j w w g s,0.0
527.0,2020-01-22 22:00:00,Cliente_526,420.67,,uno,k i j j o r m e j y,0.0
528.0,2020-01-22 23:00:00,,280.67,Libros,1.0,v e z r d b a s m l,0.0
529.0,2020-01-23 00:00:00,Cliente_528,65.81,Juguetes,2.0,z c q k l u p l e n,1.0
530.0,2020-01-23 01:00:00,Cliente_529,866.08,Electrónica,cuatro,o l j e p p w g n k,0.0
531.0,2020-01-23 02:00:00,Cliente_530,814.77,Electrónica,3.0,o j z o s c m r d t,0.0
532.0,2020-01-23 03:00:00,Cliente_531,$999.72,Electrónica,5.0,z z u m c x c m t y,0.0
533.0,2020-01-23 04:00:00,Cliente_532,996.67,Juguetes,2.0,c q u i b i u m n m,0.0
534.0,2020-01-23 05:00:00,Cliente_533,559.88,,2.0,t k y u h a x t s o,0.0
535.0,2020-01-23 06:00:00,Cliente_534,$771.3,Libros,cinco,b m e b z v q h c n,0.0
536.0,2020-01-23 07:00:00,Cliente_535,945.32,Juguetes,5.0,w h d h w a c e p d,0.0
537.0,2020-01-23 08:00:00,,851.15,Ropa,cinco,l v g s m u w i c d,0.0
538.0,2020-01-23 09:00:00,Cliente_537,$254.87,Ropa,1.0,y e m z u g l q f t,0.0
539.0,2020-01-23 10:00:00,Cliente_538,$456.04,Juguetes,tres,i q t d e k h t t n,0.0
540.0,2020-01-23 11:00:00,,137.87,Juguetes,uno,,0.0
541.0,2020-01-23 12:00:00,Cliente_540,$954.51,Ropa,tres,r b x q y l x w i g,0.0
,2020-01-23 13:00:00,Cliente_541,610.11,Ropa,uno,c r k u t t p f i r,0.0
543.0,,Cliente_542,236.36,Ropa,4.0,e o r v a c c l f h,0.0
544.0,2020-01-23 15:00:00,Cliente_543,674.98,Juguetes,3.0,f a c y r v y q s d,0.0
545.0,2020-01-23 16:00:00,Cliente_544,621.95,Ropa,2.0,w d r x o z x s g m,0.0
546.0,,Cliente_545,364.58,Electrónica,3.0,y q x h l x u i e b,0.0
,2020-01-23 18:00:00,Cliente_546,$122.42,Juguetes,3.0,u j i b y g l m y p,0.0
548.0,2020-01-23 19:00:00,Cliente_547,674.86,Electrónica,tres,e m d t f q x s c b,
549.0,2020-01-23 20:00:00,,525.1,Hogar,4.0,,0.0
550.0,2020-01-23 21:00:00,Cliente_549,774.6,Juguetes,1.0,,0.0
551.0,2020-01-23 22:00:00,,524.96,Hogar,2.0,a y v m o y j r k q,0.0
552.0,2020-01-23 23:00:00,Cliente_551,$853.66,Ropa,1.0,y c n y c l t q e b,0.0
553.0,2020-01-24 00:00:00,Cliente_552,$556.39,Ropa,1.0,j e s x q j c q t d,0.0
554.0,2020-01-24 01:00:00,Cliente_553,565.33,Libros,5.0,f s p m b o i n v l,0.0
555.0,2020-01-24 02:00:00,Cliente_554,877.89,Ropa,cuatro,z a b u b d u r l r,0.0
556.0,2020-01-24 03:00:00,Cliente_555,409.45,Hogar,5.0,w d p y a d q m x b,0.0
557.0,2020-01-24 04:00:00,Cliente_556,142.68,Ropa,cuatro,s d e b h u l e p v,0.0
558.0,2020-01-24 05:00:00,Cliente_557,38.49,Juguetes,1.0,c m u f u l v z r i,0.0
559.0,2020-01-24 06:00:00,,757.59,Ropa,1.0,z o d v u t p i d d,0.0
560.0,2020-01-24 07:00:00,Cliente_559,624.11,Libros,cuatro,k s o l y b c w p u,0.0
